driver_id,uplift_pred,uplift_rank
DRV0377,0.0280847293675444,232
DRV0229,0.02805779314328106,233
DRV0042,0.0280047123211492,234
DRV0123,0.02795983921991666,235
DRV0326,0.02773450513936175,236
DRV0059,0.027585507756399803,237
DRV0027,0.027573871890142192,238
DRV0024,0.027471794833864926,239
DRV0028,0.027457222651681896,240
DRV0070,0.027422428401741257,241
DRV0305,0.027420558340933248,242
DRV0106,0.02741261977201503,243
DRV0212,0.02741182809320754,244
DRV0039,0.027197590155167647,245
DRV0237,0.027094160316005353,246
DRV0033,0.02698070413192842,247
DRV0093,0.02695186609726613,248
DRV0185,0.026945857251892656,249
DRV0012,0.026935341899449176,250
DRV0088,0.026837362943497013,251
DRV0050,0.02679559193116186,252
DRV0181,0.026757574350152673,253
DRV0187,0.02675193621359242,254
DRV0247,0.026743461988059564,255
DRV0378,0.026742381402602093,256
DRV0254,0.02672952586879332,257
DRV0172,0.02663727168437621,258
DRV0352,0.02659396870624552,259
DRV0329,0.026587127371875033,260
DRV0278,0.026578601856328092,261
DRV0251,0.026469145861613096,262
DRV0037,0.026452801445525455,263
DRV0081,0.026423853847656158,264
DRV0287,0.026406857446320667,265
DRV0274,0.02636852197752619,266
DRV0223,0.02635752094946943,267
DRV0166,0.02632211246869824,268
DRV0226,0.02631519031576863,269
DRV0202,0.026294655387569792,270
DRV0041,0.026262191642171515,271
DRV0350,0.026231705519219786,272
DRV0146,0.025961018469479073,273
DRV0345,0.025928153180823,274
DRV0098,0.02583794405676739,275
DRV0214,0.02583640367770647,276
DRV0324,0.025735852884152404,277
DRV0111,0.02569440626613596,278
DRV0365,0.02562433825852221,279
DRV0139,0.025620541898473816,280
DRV0220,0.02560874070109349,281
DRV0298,0.025550891465769665,282
DRV0130,0.02552759644767213,283
DRV0317,0.025523576789633393,284
DRV0382,0.02551304159701464,285
DRV0167,0.025472205129026704,286
DRV0006,0.025441105342267324,287
DRV0355,0.02533666101396892,288
DRV0142,0.025271482984819165,289
DRV0203,0.02525303276578703,290
DRV0340,0.02525078961888949,291
DRV0159,0.02521102572055892,292
DRV0319,0.025071272553615437,293
DRV0103,0.02505487432690617,294
DRV0306,0.025035106092674692,295
DRV0321,0.024972978168210636,296
DRV0397,0.024921973653459183,297
DRV0127,0.02488858543587282,298
DRV0137,0.02457025261617642,299
DRV0334,0.024529595649786413,300
DRV0356,0.024453190876863033,301
DRV0207,0.024434160112500353,302
DRV0261,0.02441286869393012,303
DRV0238,0.024391284857123885,304
DRV0066,0.024391127801912424,305
DRV0117,0.02424994265632757,306
DRV0121,0.02418629605038377,307
DRV0253,0.024158087670810503,308
DRV0228,0.02413148988721128,309
DRV0380,0.024116887343331346,310
DRV0102,0.024087008624675946,311
DRV0170,0.02405618385332434,312
DRV0080,0.02402305292591427,313
DRV0231,0.023942549616157088,314
DRV0361,0.02384659969258047,315
DRV0145,0.02364528227943749,316
DRV0323,0.023492640137654515,317
DRV0257,0.023490165676672968,318
DRV0060,0.023423906871833863,319
DRV0262,0.023302703506211886,320
DRV0364,0.023212987313412016,321
DRV0007,0.02317707410055329,322
DRV0358,0.023046642556991816,323
DRV0215,0.023042730361819145,324
DRV0110,0.022974880837913377,325
DRV0279,0.02296943700052845,326
DRV0273,0.022958601675963357,327
DRV0095,0.02284101110575393,328
DRV0390,0.02282403837841905,329
DRV0349,0.02279316912988887,330
DRV0276,0.02268037453838768,331
DRV0176,0.022648218194233717,332
DRV0375,0.022561158561333887,333
DRV0198,0.02254604741999051,334
DRV0000,0.022544121055915654,335
DRV0283,0.02249037221023977,336
DRV0053,0.022483765828450037,337
DRV0327,0.022342303971234427,338
DRV0049,0.022225997484395778,339
DRV0013,0.022134241437179927,340
DRV0045,0.02173605652830017,341
DRV0160,0.02167406520523896,342
DRV0308,0.021421704433759552,343
DRV0266,0.021398506718089867,344
DRV0048,0.02132416850930949,345
DRV0082,0.021303282447623462,346
DRV0008,0.021156133758474752,347
DRV0313,0.021119554018046084,348
DRV0225,0.02104898555700089,349
DRV0370,0.02102067515118047,350
DRV0339,0.020872583896405783,351
DRV0075,0.02076101822776283,352
DRV0369,0.020743760684557657,353
DRV0335,0.02074035282558762,354
DRV0165,0.020652764073524402,355
DRV0016,0.020604534721222808,356
DRV0259,0.0205437992684207,357
DRV0097,0.020425197629467613,358
DRV0275,0.020376386371948996,359
DRV0204,0.020232151225996094,360
DRV0357,0.02015747121211542,361
DRV0022,0.020030435335861498,362
DRV0316,0.019628172636176906,363
DRV0158,0.019617958015568836,364
DRV0184,0.019515344368114054,365
DRV0155,0.019487400403992428,366
DRV0331,0.019443054842474446,367
DRV0171,0.019209039874666562,368
DRV0133,0.01915868321077457,369
DRV0354,0.019034472768885164,370
DRV0018,0.018999395354182536,371
DRV0091,0.018792576084195284,372
DRV0125,0.018658656278498702,373
DRV0120,0.018585976506022006,374
DRV0270,0.01858576212888593,375
DRV0328,0.018449092784825778,376
DRV0344,0.018096048962334327,377
DRV0073,0.018013526869788386,378
DRV0379,0.017979982963257174,379
DRV0232,0.017967641143433268,380
DRV0292,0.017763525601879007,381
DRV0286,0.0174556177605446,382
DRV0234,0.017306975268731737,383
DRV0136,0.017008604826527635,384
DRV0341,0.016736251977446853,385
DRV0032,0.0166155676018808,386
DRV0322,0.016312964867498978,387
DRV0256,0.01567288557059467,388
DRV0058,0.015665477289307884,389
DRV0154,0.015387974635487751,390
DRV0284,0.015357055593106381,391
DRV0129,0.015230667098511558,392
DRV0269,0.014960853329439684,393
DRV0079,0.014882762669528326,394
DRV0132,0.013595302299016336,395
DRV0249,0.01304841598923473,396
DRV0248,0.012381263702657425,397
DRV0376,0.012215057435035526,398
DRV0087,0.011770182740066212,399
DRV0343,0.010253753871960872,400
