speed,distance_traveled_km,idle_time_minutes,vehicle_age_years,fuel_efficiency_l_per_km,optimized_route_flag,fuel_per_km,idle_ratio,optimized_x_experience,hour_of_day,day_of_week,vehicle_type_truck,vehicle_type_van,actual_fuel,predicted_fuel
113.09,28.3,2.0,3.0,0.31,1.0,0.31376983145471893,0.07066888095827002,17.0,2.0,2.0,1.0,0.0,,8.877100000000004
81.19,47.7,6.2,0.0,0.38,0.0,0.37693130123058216,0.12997631076916627,0.0,18.0,3.0,1.0,0.0,,17.98870000000001
45.58,23.6,7.1,10.0,0.1,0.0,0.09787720859285623,0.30083471039362736,0.0,9.0,0.0,0.0,0.0,1.04,2.3111
56.74,28.3,4.8,11.0,0.37,0.0,0.37207165824529165,0.16960531429984804,0.0,0.0,5.0,1.0,0.0,,10.556699999999994
44.8,5.0,4.8,6.0,0.42,1.0,0.41991601679664065,0.9598080383923214,20.0,8.0,5.0,1.0,0.0,8.06,2.0791
58.49,4.1,3.0,4.0,0.12,1.0,0.11948305291392343,0.731528895391368,14.0,2.0,4.0,0.0,0.0,,0.4833000000000003
98.64,26.6,2.0,7.0,0.09,1.0,0.09059809781587158,0.07518514341566106,10.0,1.0,6.0,0.0,0.0,,2.411799999999998
95.36,28.6,2.4,2.0,0.15,0.0,0.15454005104716617,0.08391314988986398,0.0,7.0,2.0,0.0,1.0,1.37,4.4342999999999995
119.43,20.7,1.1,12.0,0.16,0.0,0.16424327327182262,0.053137529587942614,0.0,4.0,0.0,0.0,1.0,,3.4040999999999997
100.45,28.1,2.3,8.0,0.1,1.0,0.10141987829614604,0.0818476210811003,7.0,20.0,6.0,0.0,0.0,,2.8488000000000024
70.67,23.4,1.9,1.0,0.33,0.0,0.33417375325840776,0.08119311140549548,0.0,2.0,1.0,1.0,0.0,,7.829000000000007
114.43,41.2,1.3,6.0,0.14,0.0,0.14053056964636781,0.03155263221766462,0.0,23.0,5.0,0.0,1.0,,5.782
109.12,80.4,3.5,2.0,0.36,0.0,0.3593238890063556,0.04353179686819815,0.0,17.0,1.0,1.0,0.0,,28.875699999999988
45.85,12.8,2.8,9.0,0.15,1.0,0.15076947113506756,0.21873291149128973,20.0,9.0,2.0,0.0,1.0,,1.9327999999999983
54.84,17.5,8.7,6.0,0.37,1.0,0.37255013999200043,0.4971144506028226,19.0,7.0,3.0,1.0,0.0,1.04,6.525
38.78,5.0,7.5,7.0,0.16,1.0,0.16196760647870426,1.4997000599880024,14.0,5.0,0.0,0.0,0.0,3.39,0.8026000000000002
49.53,10.9,3.4,3.0,0.3,1.0,0.3018071736537932,0.3118979910099991,15.0,12.0,0.0,1.0,0.0,,3.303400000000001
115.51,63.2,1.7,12.0,0.4,1.0,0.3984114175408617,0.026898308571066912,15.0,19.0,6.0,1.0,0.0,,25.25329999999999
119.52,65.0,3.0,9.0,0.09,1.0,0.0936908662943647,0.046153136105598375,7.0,21.0,4.0,0.0,0.0,,6.087599999999994
94.19,86.1,1.4,3.0,0.3,0.0,0.300461086398532,0.016259973751756657,0.0,3.0,2.0,1.0,0.0,,26.634
60.84,19.2,3.7,5.0,0.08,0.0,0.07864173740950992,0.1926982969636998,0.0,8.0,2.0,0.0,0.0,,1.5020999999999998
72.47,3.0,4.9,5.0,0.15,0.0,0.14995001666111296,1.6327890703098968,0.0,7.0,6.0,0.0,0.0,,0.4470000000000004
28.76,12.0,3.1,6.0,0.1,1.0,0.10332472293975502,0.2583118073493876,17.0,4.0,0.0,0.0,0.0,,1.2402999999999988
128.52,47.0,3.0,9.0,0.1,0.0,0.10063615667751752,0.06382842918235783,0.0,5.0,6.0,0.0,0.0,,4.729300000000002
102.76,59.7,2.6,9.0,0.37,1.0,0.37202056916969567,0.04355035929046415,11.0,3.0,2.0,1.0,0.0,,22.174700000000026
35.67,13.8,8.6,8.0,0.1,0.0,0.10434026519817403,0.6231432504890949,0.0,17.0,5.0,0.0,0.0,0.57,1.4447000000000003
36.13,9.3,4.7,7.0,0.38,1.0,0.38275454252230945,0.505322008386195,16.0,1.0,4.0,1.0,0.0,,3.532500000000001
29.89,6.0,5.9,4.0,0.13,1.0,0.12497917013831028,0.9831694717547076,12.0,3.0,2.0,0.0,0.0,5.83,0.7498999999999999
94.78,29.3,2.5,5.0,0.1,0.0,0.09965530186683047,0.08532132009146445,0.0,3.0,6.0,0.0,0.0,2.92,2.9212999999999987
36.23,10.6,6.9,6.0,0.18,0.0,0.1820582963871333,0.6508819922648807,0.0,18.0,6.0,0.0,1.0,,1.9307000000000003
86.41,35.7,2.4,9.0,0.1,1.0,0.0980364695666788,0.06722500770286546,20.0,17.0,6.0,0.0,0.0,,3.508400000000003
29.84,11.5,4.7,10.0,0.11,0.0,0.110425180419094,0.4086601165116077,0.0,4.0,1.0,0.0,0.0,,1.2737000000000005
69.34,22.7,3.4,7.0,0.16,1.0,0.1563807761772609,0.1497731377472358,11.0,9.0,1.0,0.0,1.0,,3.5472999999999995
40.42,5.3,8.0,4.0,0.14,1.0,0.1414827391058291,1.5091492171288436,14.0,16.0,4.0,0.0,0.0,6.27,0.7589000000000001
47.43,11.4,8.2,7.0,0.11,1.0,0.11227085343390932,0.7192351548109814,6.0,21.0,2.0,0.0,0.0,,1.2804000000000004
105.88,62.9,3.5,6.0,0.34,0.0,0.33719654695473844,0.05564299454698654,0.0,20.0,5.0,1.0,0.0,,21.248499999999975
125.68,9.5,1.7,10.0,0.16,1.0,0.16419324281654565,0.17892853383854332,4.0,18.0,5.0,0.0,1.0,,1.558000000000001
38.97,6.8,10.7,1.0,0.17,1.0,0.16909278047345977,1.5732980444052345,16.0,7.0,3.0,0.0,0.0,,1.1389999999999991
70.03,39.9,4.5,10.0,0.39,1.0,0.3919701260620035,0.11277912834264807,14.0,14.0,4.0,1.0,0.0,,15.572999999999986
51.69,9.5,9.1,12.0,0.13,0.0,0.13472266077255027,0.9577939164298495,0.0,22.0,2.0,0.0,0.0,,1.2726000000000004
52.11,12.7,5.0,11.0,0.34,1.0,0.34013069837020715,0.3936697897803323,15.0,13.0,3.0,1.0,0.0,,4.335599999999999
35.5,19.7,16.4,6.0,0.13,0.0,0.13248058474189126,0.8324450535505811,0.0,21.0,5.0,0.0,0.0,,2.601700000000002
81.89,27.3,1.3,3.0,0.15,1.0,0.15347423171312408,0.047617303395480017,11.0,4.0,3.0,0.0,1.0,,4.1949999999999985
98.24,27.2,1.7,6.0,0.1,1.0,0.10220212492187786,0.06249770229035697,19.0,12.0,5.0,0.0,0.0,,2.7750000000000004
114.04,50.0,2.5,6.0,0.09,1.0,0.09139817203655928,0.0499990000199996,18.0,1.0,1.0,0.0,0.0,,4.566100000000002
95.17,87.2,2.0,8.0,0.34,1.0,0.33795483996743153,0.022935516794532172,18.0,18.0,0.0,1.0,0.0,1.11,29.587100000000007
28.71,9.3,4.7,2.0,0.15,1.0,0.15052144930652617,0.505322008386195,2.0,3.0,6.0,0.0,1.0,,1.4167999999999994
107.55,14.4,3.4,1.0,0.14,1.0,0.14443441427678635,0.23609471564474688,2.0,15.0,4.0,0.0,1.0,,2.075100000000001
122.94,54.3,2.5,9.0,0.09,1.0,0.09447339827995802,0.04603966777775732,7.0,1.0,6.0,0.0,0.0,,5.125800000000001
105.36,50.6,2.6,10.0,0.34,0.0,0.3414952273670481,0.05138238374735678,0.0,1.0,0.0,1.0,0.0,5.4,17.27029999999999
56.46,7.0,5.1,10.0,0.12,0.0,0.12283959434366518,0.7284673618054562,0.0,18.0,5.0,0.0,0.0,,0.8607
103.13,43.3,2.7,10.0,0.34,1.0,0.34294819981062796,0.06235421814738691,15.0,20.0,2.0,1.0,0.0,,14.8244
16.33,8.8,11.5,1.0,0.49,0.0,0.4931257811612317,1.3066696966253835,0.0,4.0,3.0,1.0,0.0,13.2,4.364199999999997
96.19,41.9,2.0,6.0,0.1,1.0,0.09999761342211405,0.047731557719386176,2.0,6.0,1.0,0.0,0.0,,4.202200000000001
129.04,54.0,1.0,10.0,0.34,1.0,0.3414751578674469,0.01851817558934094,7.0,0.0,6.0,1.0,0.0,,18.43259999999999
65.01,13.5,5.5,9.0,0.39,0.0,0.3933041996889119,0.4073772313161988,0.0,12.0,0.0,1.0,0.0,5.87,5.328500000000002
40.24,15.1,9.5,8.0,0.12,1.0,0.11721078074299716,0.6290974107674989,7.0,5.0,0.0,0.0,0.0,1.77,1.7631000000000003
103.22,29.8,1.5,1.0,0.33,0.0,0.326499110768095,0.050333881413375386,0.0,23.0,3.0,1.0,0.0,1.75,9.733900000000007
123.89,48.6,3.7,0.0,0.33,0.0,0.3341495030966441,0.07613012077940784,0.0,7.0,3.0,1.0,0.0,,16.205400000000008
92.11,47.6,3.1,6.0,0.1,1.0,0.09852734186256593,0.06512468225457449,14.0,14.0,5.0,0.0,0.0,0.64,4.6861
106.86,52.4,4.0,7.0,0.32,0.0,0.32442128967004447,0.076334421098834,0.0,5.0,2.0,1.0,0.0,,17.021100000000004
45.79,2.1,5.4,0.0,0.27,1.0,0.2712993812470252,2.5702046644455026,0.0,8.0,0.0,0.0,1.0,,0.5643999999999998
48.84,11.2,4.7,10.0,0.36,0.0,0.35978930452638164,0.4196053923756808,0.0,7.0,6.0,1.0,0.0,,4.036500000000001
95.93,47.8,1.0,6.0,0.14,0.0,0.13807242526306981,0.020920064433798458,0.0,19.0,0.0,0.0,1.0,0.97,6.579199999999998
33.24,19.5,17.3,12.0,0.23,0.0,0.22562945489974873,0.8871339931285575,0.0,4.0,4.0,0.0,1.0,,4.321799999999998
105.31,37.8,3.4,9.0,0.09,1.0,0.08968016719134415,0.08994471045739531,16.0,8.0,6.0,0.0,0.0,3.39,3.390500000000003
102.55,26.3,2.9,3.0,0.08,1.0,0.08440743697958253,0.11026196722558076,17.0,22.0,4.0,0.0,0.0,,2.2146
45.19,11.7,6.5,5.0,0.34,1.0,0.33843261259721397,0.5555080762328006,17.0,8.0,1.0,1.0,0.0,,3.9736000000000025
101.68,50.6,2.7,1.0,0.09,1.0,0.08695480326475762,0.053358629276101265,20.0,18.0,6.0,0.0,0.0,9.62,4.3997
36.59,12.3,7.9,10.0,0.44,1.0,0.44386635232907895,0.6422242094138688,18.0,21.0,2.0,1.0,0.0,,5.464599999999998
94.78,30.8,1.4,3.0,0.09,0.0,0.08701016200772702,0.04545306970552904,0.0,0.0,4.0,0.0,0.0,5.38,2.6856999999999998
102.87,57.7,1.4,2.0,0.09,1.0,0.09497235749813696,0.02426301103967002,18.0,17.0,1.0,0.0,0.0,,5.478700000000001
53.65,17.8,5.8,4.0,0.09,0.0,0.09269142183023424,0.32582439188809614,0.0,16.0,0.0,0.0,0.0,,1.6556999999999993
100.42,23.4,1.4,10.0,0.34,1.0,0.3422930643989573,0.05982650314089141,1.0,3.0,6.0,1.0,0.0,2.17,8.045900000000003
53.85,20.1,2.3,2.0,0.13,1.0,0.1318342371026317,0.1144221680513407,11.0,8.0,5.0,0.0,1.0,,2.6591999999999985
129.34,39.7,1.4,0.0,0.14,0.0,0.14382509256693785,0.03526359537543135,0.0,14.0,4.0,0.0,1.0,,5.703700000000002
92.73,39.8,4.0,3.0,0.36,1.0,0.35501620562297437,0.10049998743750159,5.0,6.0,4.0,1.0,0.0,,14.131499999999983
97.61,35.3,3.1,8.0,0.09,1.0,0.08894932154896464,0.0878162091725447,20.0,0.0,5.0,0.0,0.0,,3.1430999999999996
81.68,45.0,2.9,6.0,0.13,0.0,0.13266371858403148,0.06444301237750272,0.0,2.0,4.0,0.0,1.0,,5.9668999999999945
102.66,76.3,4.6,0.0,0.1,0.0,0.09685325225095345,0.06028754537948388,0.0,0.0,6.0,0.0,0.0,,7.334000000000002
91.11,30.1,2.6,12.0,0.09,0.0,0.09003023155376896,0.08637586791136506,0.0,2.0,1.0,0.0,0.0,,2.708199999999999
98.48,62.6,4.0,12.0,0.17,0.0,0.16884714301688472,0.06389674286353253,0.0,14.0,4.0,0.0,1.0,,10.550400000000003
124.55,31.1,2.3,2.0,0.18,0.0,0.18230925050641456,0.07395260602552971,0.0,20.0,5.0,0.0,1.0,,5.710499999999996
30.1,4.6,6.2,5.0,0.45,0.0,0.4542490762877635,1.347533144968485,0.0,21.0,5.0,1.0,0.0,,2.0797
95.41,57.2,1.3,3.0,0.13,0.0,0.1307669446338351,0.02272687540427615,0.0,20.0,2.0,0.0,1.0,,7.505499999999999
96.05,71.4,1.5,7.0,0.09,1.0,0.08767384210305176,0.021008109130124224,10.0,8.0,2.0,0.0,0.0,,6.260999999999999
96.71,43.5,0.7,10.0,0.31,1.0,0.31010781361348017,0.016091584101514907,18.0,18.0,1.0,1.0,0.0,,13.498299999999997
119.62,39.0,1.0,10.0,0.09,0.0,0.0946129586420861,0.025640368195687293,0.0,16.0,4.0,0.0,0.0,,3.689899999999996
72.83,9.0,3.8,0.0,0.15,1.0,0.1533162981890901,0.42217531385401624,12.0,11.0,4.0,0.0,1.0,2.6,1.3936999999999995
53.44,13.5,3.8,1.0,0.15,1.0,0.15109991852455373,0.28146063254573733,3.0,14.0,4.0,0.0,1.0,,2.0424000000000007
39.48,10.7,6.1,9.0,0.17,1.0,0.170077562844594,0.5700401831604524,18.0,0.0,6.0,0.0,1.0,,1.8187999999999989
94.06,35.5,3.6,0.0,0.08,0.0,0.08112447536689107,0.10140559420861385,0.0,22.0,5.0,0.0,0.0,,2.8714000000000004
50.94,9.5,7.4,4.0,0.39,1.0,0.39153773287022425,0.7788653825913062,13.0,20.0,1.0,1.0,0.0,,3.7271000000000036
89.21,36.0,0.8,1.0,0.31,1.0,0.3113802394377934,0.022221604955417907,1.0,9.0,0.0,1.0,0.0,,11.216799999999996
36.82,9.8,11.4,12.0,0.21,0.0,0.21324354657687988,1.1631466176920722,0.0,1.0,3.0,0.0,1.0,1.78,2.0993000000000017
45.01,9.4,15.8,6.0,0.56,0.0,0.5563237953409212,1.680672268907563,0.0,11.0,6.0,1.0,0.0,,5.105600000000001
109.7,12.3,1.4,11.0,0.39,0.0,0.3877733517600195,0.11381188521258434,0.0,11.0,0.0,1.0,0.0,,4.785900000000002
79.17,17.9,8.1,11.0,0.38,0.0,0.38321881459136364,0.45248868778280543,0.0,15.0,2.0,1.0,0.0,3.61,6.859299999999999
86.73,45.5,0.7,0.0,0.08,1.0,0.07516318322674227,0.015384277268631459,10.0,8.0,4.0,0.0,0.0,,3.4935999999999954
101.55,70.3,2.9,4.0,0.15,0.0,0.14836204321417903,0.041251191305955816,0.0,15.0,2.0,0.0,1.0,19.97,10.428299999999997
103.66,44.8,3.8,9.0,0.36,0.0,0.3564652574719315,0.0848195352782304,0.0,8.0,6.0,1.0,0.0,,16.027999999999995
130.37,27.3,1.2,11.0,0.11,1.0,0.11171751950478002,0.04395443390352001,20.0,15.0,2.0,0.0,0.0,,3.059699999999998
50.39,6.3,11.5,12.0,0.16,0.0,0.15711791779082684,1.8251071258530391,0.0,22.0,3.0,0.0,0.0,,1.0017999999999998
103.94,18.8,3.0,6.0,0.16,0.0,0.15956598053295035,0.15956598053295035,0.0,16.0,4.0,0.0,1.0,,3.0066999999999986
65.56,20.2,2.7,9.0,0.15,0.0,0.1455373496361566,0.13365674966585814,0.0,8.0,1.0,0.0,1.0,,2.9298
68.14,9.1,5.7,7.0,0.1,1.0,0.10108779255026921,0.6263048016701462,20.0,21.0,5.0,0.0,0.0,,0.9168000000000002
108.56,55.6,1.9,1.0,0.14,0.0,0.13794715922375497,0.03417204726533695,0.0,7.0,6.0,0.0,1.0,,7.6144000000000025
58.24,31.5,5.3,10.0,0.15,0.0,0.14602711025046822,0.1682486270277134,0.0,19.0,0.0,0.0,1.0,,4.593999999999999
90.28,45.1,3.1,1.0,0.16,0.0,0.15919824394137602,0.06873461785769718,0.0,2.0,4.0,0.0,1.0,,7.186500000000003
48.32,4.5,6.2,11.0,0.14,0.0,0.1399688958009331,1.3774716729615641,0.0,12.0,3.0,0.0,0.0,1.14,0.6177000000000004
53.89,39.3,3.3,10.0,0.08,1.0,0.08244065036513068,0.08396732907559605,7.0,16.0,2.0,0.0,0.0,15.22,3.2405000000000026
90.73,13.7,3.8,10.0,0.39,1.0,0.3875629516093716,0.27735201810086857,14.0,10.0,6.0,1.0,0.0,,5.307099999999996
84.14,15.0,5.3,12.0,0.11,0.0,0.11265915605626292,0.3533097793480435,0.0,6.0,5.0,0.0,0.0,,1.690599999999999
66.51,12.2,4.1,6.0,0.17,1.0,0.1655601999836079,0.3360380296696992,15.0,21.0,1.0,0.0,1.0,,2.0177000000000023
80.58,3.6,5.2,11.0,0.16,0.0,0.15828936406553734,1.444043321299639,0.0,14.0,6.0,0.0,0.0,,0.5554999999999998
36.84,6.7,5.9,11.0,0.19,1.0,0.1895239516490076,0.880465602148933,12.0,19.0,0.0,0.0,1.0,,1.2738999999999998
44.83,15.2,6.6,8.0,0.43,0.0,0.4341819617130452,0.4341819617130452,0.0,18.0,2.0,1.0,0.0,2.79,6.5612999999999975
109.71,8.3,1.9,11.0,0.1,1.0,0.10119262739428984,0.22888808577279846,20.0,20.0,0.0,0.0,0.0,,0.8412000000000005
118.53,20.3,1.9,12.0,0.1,0.0,0.09703955470173882,0.0935914486971085,0.0,4.0,3.0,0.0,0.0,,1.962299999999999
44.9,5.5,9.9,9.0,0.49,0.0,0.49263770223595704,1.7996727867660425,0.0,16.0,1.0,1.0,0.0,1.5,2.7110000000000007
48.41,7.0,3.7,0.0,0.33,1.0,0.3270961291244108,0.5284959291529782,14.0,10.0,3.0,1.0,0.0,2.43,2.3277999999999976
21.97,9.5,11.2,11.0,0.15,0.0,0.1547205557309757,1.1788232817598148,0.0,13.0,5.0,0.0,0.0,,1.4481
47.94,12.2,7.3,8.0,0.11,0.0,0.10818785345463489,0.5983116138021474,0.0,4.0,5.0,0.0,0.0,,1.325199999999999
39.15,17.8,6.1,9.0,0.35,0.0,0.34941857199033755,0.34267737767541145,0.0,0.0,6.0,1.0,0.0,,6.210099999999996
99.08,23.2,2.9,2.0,0.38,1.0,0.3805870436619111,0.12499461230119391,15.0,20.0,1.0,1.0,0.0,,8.798200000000005
60.56,9.8,4.8,9.0,0.37,0.0,0.37037037037037035,0.48974594429139884,0.0,8.0,2.0,1.0,0.0,,3.6233999999999997
62.41,13.2,6.2,10.0,0.16,0.0,0.16059389440193927,0.46966138928869033,0.0,10.0,5.0,0.0,1.0,,2.1214999999999993
95.32,47.0,3.8,3.0,0.34,0.0,0.3421203804174379,0.08084934363098657,0.0,5.0,2.0,1.0,0.0,,16.046599999999998
103.08,35.4,2.7,8.0,0.09,1.0,0.09434761729894636,0.07626903194825006,5.0,23.0,2.0,0.0,0.0,,3.3484000000000025
103.44,62.8,2.2,1.0,0.3,1.0,0.3038168182035318,0.035031289310679774,1.0,20.0,6.0,1.0,0.0,,18.97529999999999
31.19,8.9,6.0,0.0,0.16,1.0,0.16290304460173013,0.6740815638692282,11.0,5.0,3.0,0.0,1.0,,1.457899999999999
110.81,58.9,1.5,1.0,0.14,0.0,0.13921665166975095,0.025466460671295904,0.0,21.0,6.0,0.0,1.0,1.34,8.226099999999992
44.41,29.4,4.7,10.0,0.17,0.0,0.16938199380973437,0.15985850821400632,0.0,11.0,6.0,0.0,1.0,,4.9256
111.31,71.6,1.7,9.0,0.33,0.0,0.3261127637882153,0.02374268515802852,0.0,10.0,2.0,1.0,0.0,,23.577700000000004
68.58,27.8,4.5,8.0,0.15,1.0,0.15179310096759108,0.16186468112657817,13.0,5.0,3.0,0.0,1.0,,4.217199999999996
26.62,13.8,11.2,7.0,0.13,1.0,0.13042533149771757,0.811535395985798,10.0,16.0,5.0,0.0,0.0,,1.8104999999999998
89.16,16.8,2.4,1.0,0.29,1.0,0.2934349145884173,0.142848639961907,14.0,14.0,2.0,1.0,0.0,,4.940400000000001
34.08,15.6,11.5,6.0,0.11,0.0,0.1115313120953785,0.7371322351131339,0.0,15.0,5.0,0.0,0.0,,1.7425999999999993
114.78,49.9,1.9,7.0,0.15,1.0,0.15069838279793993,0.0380753892707561,10.0,6.0,0.0,0.0,1.0,,7.536999999999997
54.67,11.0,4.6,9.0,0.16,0.0,0.15907644759567313,0.4181438051086265,0.0,19.0,4.0,0.0,1.0,,1.7476999999999998
96.28,57.6,1.5,12.0,0.09,1.0,0.08680404854082395,0.026041214562247183,17.0,13.0,2.0,0.0,0.0,,5.009199999999994
109.8,29.3,1.3,6.0,0.33,1.0,0.32729258387085763,0.044367086447561516,19.0,13.0,1.0,1.0,0.0,,9.608300000000002
53.23,19.5,2.5,6.0,0.13,0.0,0.13435208450848674,0.12819855392031176,0.0,17.0,4.0,0.0,1.0,,2.6086999999999976
54.17,18.3,5.8,4.0,0.15,1.0,0.14589366701273151,0.3169225725370198,14.0,1.0,2.0,0.0,1.0,,2.6755000000000018
60.48,2.7,1.9,10.0,0.11,1.0,0.10736764161421694,0.7034431691965938,4.0,7.0,0.0,0.0,0.0,,0.30580000000000024
81.57,35.7,0.7,0.0,0.07,1.0,0.07394750847315201,0.01960729391333576,18.0,18.0,1.0,0.0,0.0,,2.6735000000000007
70.02,13.5,7.9,10.0,0.11,1.0,0.11258425301829494,0.5851418413450856,16.0,16.0,0.0,0.0,0.0,,1.5213000000000008
97.74,11.9,2.7,5.0,0.1,1.0,0.09579026972523316,0.22687169145449965,18.0,6.0,6.0,0.0,0.0,,1.1395000000000004
49.08,5.9,4.0,3.0,0.36,1.0,0.3558718861209964,0.6778512116590407,17.0,9.0,2.0,1.0,0.0,,2.111100000000001
116.7,33.3,2.1,10.0,0.16,1.0,0.15915437974835592,0.06306116933425424,15.0,23.0,6.0,0.0,1.0,,5.3091
51.58,3.5,10.9,6.0,0.22,0.0,0.21708083404741504,3.113396172522137,0.0,22.0,1.0,0.0,0.0,,0.7484000000000003
38.56,5.2,3.6,10.0,0.11,1.0,0.11151701595846951,0.6921745818111901,10.0,22.0,5.0,0.0,0.0,,0.5793999999999998
39.86,14.5,5.4,1.0,0.1,1.0,0.10068271153713537,0.3723881111647473,14.0,18.0,6.0,0.0,0.0,,1.4583999999999988
43.64,12.3,11.9,1.0,0.12,0.0,0.11706365336151532,0.967401024306967,0.0,15.0,0.0,0.0,0.0,0.86,1.4375000000000018
119.72,56.2,1.3,2.0,0.09,1.0,0.08878845572142845,0.02313126100959058,18.0,19.0,5.0,0.0,0.0,,4.996500000000001
49.02,16.4,8.0,0.0,0.15,0.0,0.1487714163770502,0.4877751356624596,0.0,18.0,3.0,0.0,1.0,,2.441
99.32,66.7,1.3,10.0,0.09,1.0,0.08770483201151405,0.01948996266922535,4.0,5.0,0.0,0.0,0.0,,5.849500000000002
40.79,12.8,5.8,1.0,0.11,1.0,0.10780407780642136,0.45308960237481444,11.0,12.0,3.0,0.0,0.0,,1.3780999999999985
108.17,61.7,1.0,7.0,0.15,1.0,0.15283382765271228,0.016207192752143402,15.0,14.0,3.0,0.0,1.0,15.24,9.420700000000005
84.88,50.1,3.2,3.0,0.08,0.0,0.08363106524819865,0.06387098061914932,0.0,3.0,0.0,0.0,0.0,,4.188500000000001
58.22,31.9,4.2,10.0,0.15,1.0,0.15328673082348515,0.1316573148177173,12.0,21.0,1.0,0.0,1.0,5.25,4.900700000000002
25.11,4.3,9.2,3.0,0.18,1.0,0.17670309230411532,2.13903743315508,6.0,20.0,0.0,0.0,0.0,,0.7659000000000001
96.2,45.4,1.8,3.0,0.1,1.0,0.10396246778705315,0.03964670381709654,19.0,6.0,5.0,0.0,0.0,,4.710699999999996
105.91,54.2,1.2,12.0,0.09,1.0,0.09390970646298039,0.022139812918580838,6.0,0.0,2.0,0.0,0.0,1.58,5.089700000000005
101.06,60.5,1.2,6.0,0.09,1.0,0.08793243086891127,0.01983438290276194,15.0,15.0,2.0,0.0,0.0,,5.3158
95.62,29.0,3.1,2.0,0.31,1.0,0.30585152236129787,0.10689286576324954,14.0,15.0,3.0,1.0,0.0,,8.862400000000008
46.74,10.1,6.1,12.0,0.39,1.0,0.3900603900603901,0.603900603900604,3.0,9.0,6.0,1.0,0.0,2.04,3.9622000000000015
39.8,30.3,2.2,1.0,0.08,0.0,0.08151546153592291,0.07260486452592324,0.0,4.0,4.0,0.0,0.0,,2.4665999999999997
35.71,26.2,5.4,12.0,0.1,0.0,0.0996145185298271,0.20609900385481472,0.0,19.0,4.0,0.0,0.0,,2.611300000000002
41.62,18.4,6.0,10.0,0.4,1.0,0.39671756969729904,0.32606923536764304,12.0,13.0,3.0,1.0,0.0,,7.312900000000001
98.48,39.2,1.4,12.0,0.09,1.0,0.09081400984668758,0.03571337465880972,2.0,14.0,3.0,0.0,0.0,,3.5655999999999968
48.92,13.2,15.9,7.0,0.48,1.0,0.4832967199454587,1.2044542080145444,8.0,0.0,5.0,1.0,0.0,,6.333200000000001
111.71,15.0,1.5,0.0,0.13,0.0,0.12865808946070262,0.09999333377774815,0.0,15.0,5.0,0.0,1.0,,1.9449000000000003
